id,name,value,category,timestamp
4993,Item Theta,1466.7,B,2025-01-14T01:15:32Z
4994,Item Eta,1687.42,A,2025-01-11T04:19:16Z
4995,Item Alpha,4823.12,B,2025-01-12T02:24:13Z
4996,Item Eta,1589.4,C,2025-01-28T01:39:03Z
4997,Item Eta,996.35,B,2025-01-14T18:55:28Z
4998,Item Alpha,3688.25,A,2025-01-01T13:20:25Z
4999,Item Gamma,3602.98,A,2025-01-13T09:41:23Z
5000,Item Theta,1333.21,B,2025-01-27T02:39:48Z
5001,Item Alpha,4187.68,B,2025-01-14T08:59:26Z
5002,Item Zeta,870.27,C,2025-01-16T11:25:22Z
5003,Item Theta,2997.73,B,2025-01-12T14:15:37Z
5004,Item Delta,1317.69,A,2025-01-29T06:20:48Z
5005,Item Beta,2666.04,B,2025-01-13T22:05:16Z
5006,Item Gamma,1769.18,A,2025-01-20T14:14:20Z
5007,Item Eta,3134.22,A,2025-01-30T21:17:15Z
5008,Item Beta,3735.28,C,2025-01-06T01:06:38Z
5009,Item Eta,4157.58,C,2025-01-07T09:12:09Z
5010,Item Epsilon,896.2,C,2025-01-28T13:21:27Z
5011,Item Alpha,1659.83,B,2025-01-28T17:39:53Z
5012,Item Eta,4872.19,B,2025-01-25T07:18:37Z
5013,Item Zeta,300.58,B,2025-01-27T14:41:36Z
5014,Item Gamma,2167.88,B,2025-01-28T20:24:00Z
5015,Item Gamma,3451.8,B,2025-01-05T23:14:28Z
5016,Item Gamma,4304.97,A,2025-01-13T17:34:13Z
5017,Item Epsilon,3635.35,A,2025-01-20T16:59:12Z
5018,Item Alpha,312.93,C,2025-01-08T00:56:08Z
5019,Item Alpha,2968.41,C,2025-01-22T17:14:48Z
5020,Item Theta,791.7,C,2025-01-09T05:00:17Z
5021,Item Zeta,3866.99,C,2025-01-26T14:43:45Z
5022,Item Zeta,3409.6,B,2025-01-04T06:30:29Z
5023,Item Alpha,3741.14,A,2025-01-24T23:41:24Z
5024,Item Delta,4999.1,B,2025-01-06T12:20:20Z
5025,Item Eta,210.85,C,2025-01-22T23:08:53Z
5026,Item Alpha,846.91,C,2025-01-14T06:29:56Z
5027,Item Epsilon,1518.3,C,2025-01-29T13:48:03Z
5028,Item Beta,500.99,B,2025-01-18T20:06:34Z
5029,Item Eta,793.82,A,2025-01-23T23:47:03Z
5030,Item Eta,3162.87,C,2025-01-22T11:33:43Z
5031,Item Epsilon,1158.8,C,2025-01-07T11:31:58Z
5032,Item Theta,3970.99,B,2025-01-01T12:30:11Z
5033,Item Zeta,2918.69,B,2025-01-23T05:23:07Z
5034,Item Beta,3394.66,B,2025-01-08T01:08:17Z
5035,Item Gamma,1736.97,B,2025-01-06T03:22:05Z
5036,Item Gamma,4898.34,A,2025-01-20T13:42:09Z
5037,Item Beta,2903.64,C,2025-01-03T10:35:40Z
5038,Item Epsilon,3402.56,B,2025-01-16T18:53:01Z
5039,Item Beta,3301.19,C,2025-01-24T06:37:44Z
5040,Item Delta,4362.12,B,2025-01-22T22:54:03Z
5041,Item Epsilon,2367.84,B,2025-01-08T09:56:59Z
5042,Item Gamma,1178.1,B,2025-01-20T11:20:02Z
5043,Item Delta,2380.27,B,2025-01-08T13:17:13Z
5044,Item Theta,3383.73,C,2025-01-21T23:00:42Z
5045,Item Delta,339.57,B,2025-01-21T18:26:13Z
5046,Item Beta,924.9,C,2025-01-03T21:43:13Z
5047,Item Epsilon,3680.01,B,2025-01-09T20:15:54Z
5048,Item Delta,2626.86,C,2025-01-06T19:28:47Z
5049,Item Alpha,4291.97,A,2025-01-07T15:51:03Z
5050,Item Beta,1597.92,A,2025-01-19T08:28:35Z
5051,Item Gamma,2575.9,B,2025-01-10T19:04:10Z
5052,Item Epsilon,2339.32,A,2025-01-29T17:34:11Z
5053,Item Gamma,2315.64,B,2025-01-18T08:00:37Z
5054,Item Eta,403.89,A,2025-01-21T10:48:41Z
5055,Item Epsilon,4911.92,A,2025-01-30T00:13:18Z
5056,Item Beta,2003.53,A,2025-01-28T09:19:12Z
5057,Item Zeta,2429.53,C,2025-01-06T01:56:47Z
5058,Item Alpha,4895.89,C,2025-01-23T02:04:44Z
5059,Item Gamma,269.19,A,2025-01-17T19:45:25Z
5060,Item Eta,891.71,C,2025-01-18T13:59:48Z
5061,Item Beta,322.65,A,2025-01-02T20:08:35Z
5062,Item Zeta,2436.85,A,2025-01-27T17:40:20Z
5063,Item Theta,3889.14,A,2025-01-11T21:25:48Z
5064,Item Eta,4143.35,B,2025-01-07T18:15:16Z
5065,Item Theta,1506.75,B,2025-01-10T08:57:32Z
5066,Item Gamma,4271.84,B,2025-01-21T21:15:00Z
5067,Item Theta,4896.83,A,2025-01-29T14:20:21Z
5068,Item Gamma,3349.93,B,2025-01-19T05:10:42Z
5069,Item Gamma,4272.03,C,2025-01-16T18:53:54Z
5070,Item Epsilon,4784.76,B,2025-01-23T08:39:08Z
5071,Item Theta,955.78,C,2025-01-15T10:38:46Z
5072,Item Alpha,4249.55,C,2025-01-26T20:07:29Z
5073,Item Eta,2904.62,A,2025-01-28T20:25:08Z
5074,Item Delta,947.37,A,2025-01-07T07:27:31Z
5075,Item Gamma,1632.15,C,2025-01-08T16:59:53Z
5076,Item Delta,1598.11,A,2025-01-15T21:49:19Z
5077,Item Alpha,2565.25,C,2025-01-11T06:22:47Z
5078,Item Epsilon,1959.56,C,2025-01-19T19:41:26Z
5079,Item Beta,414.4,B,2025-01-18T21:27:06Z
5080,Item Beta,2557.57,B,2025-01-19T22:19:40Z
5081,Item Zeta,756.63,A,2025-01-28T01:48:38Z
5082,Item Eta,1164.32,A,2025-01-25T15:02:18Z
5083,Item Beta,680.54,C,2025-01-03T17:29:03Z
5084,Item Zeta,3573.91,B,2025-01-13T17:48:05Z
5085,Item Beta,3832.25,C,2025-01-14T12:43:16Z
5086,Item Zeta,4703.47,A,2025-01-22T03:17:04Z
5087,Item Alpha,2508.82,B,2025-01-02T18:07:26Z
5088,Item Epsilon,3283.98,B,2025-01-17T21:47:50Z
5089,Item Gamma,260.62,B,2025-01-01T06:51:14Z
5090,Item Beta,254.31,C,2025-01-24T07:10:48Z
5091,Item Eta,280.14,B,2025-01-07T08:17:49Z
5092,Item Beta,4904.16,B,2025-01-07T09:37:15Z
5093,Item Zeta,2810.0,B,2025-01-12T23:58:46Z
5094,Item Epsilon,2910.7,A,2025-01-25T08:44:52Z
5095,Item Alpha,4567.17,C,2025-01-29T12:19:03Z
5096,Item Gamma,2905.07,C,2025-01-04T15:25:55Z
5097,Item Gamma,4027.63,A,2025-01-19T16:22:08Z
5098,Item Eta,3150.92,C,2025-01-09T09:43:11Z
5099,Item Eta,947.45,A,2025-01-17T10:58:26Z
5100,Item Delta,4445.42,A,2025-01-01T15:52:02Z
5101,Item Alpha,4765.57,B,2025-01-03T00:19:49Z
5102,Item Eta,1161.54,C,2025-01-08T02:12:08Z
5103,Item Eta,4108.47,A,2025-01-23T18:27:18Z
5104,Item Gamma,3673.16,B,2025-01-18T13:29:05Z
5105,Item Beta,673.78,B,2025-01-04T22:07:17Z
5106,Item Delta,1445.61,B,2025-01-27T11:02:46Z
5107,Item Beta,231.62,A,2025-01-21T07:33:44Z
5108,Item Delta,4654.49,C,2025-01-08T11:50:09Z
5109,Item Eta,4579.72,C,2025-01-28T10:43:52Z
5110,Item Gamma,3547.71,B,2025-01-14T00:10:56Z
5111,Item Eta,4935.49,B,2025-01-18T16:14:48Z
5112,Item Zeta,164.0,B,2025-01-06T07:53:13Z
5113,Item Alpha,1968.84,B,2025-01-26T03:05:07Z
5114,Item Epsilon,3011.05,C,2025-01-23T21:48:09Z
5115,Item Delta,4664.34,A,2025-01-30T18:12:22Z
5116,Item Delta,3320.86,C,2025-01-20T13:19:01Z
5117,Item Zeta,1079.88,C,2025-01-04T05:36:32Z
5118,Item Beta,1677.17,A,2025-01-07T22:30:45Z
5119,Item Delta,679.78,B,2025-01-13T11:09:37Z
5120,Item Theta,1843.79,A,2025-01-04T09:18:20Z
5121,Item Gamma,4055.66,C,2025-01-12T19:58:49Z
5122,Item Epsilon,2581.99,B,2025-01-18T15:26:53Z
5123,Item Delta,732.43,A,2025-01-14T10:43:57Z
5124,Item Alpha,1614.38,B,2025-01-22T01:17:49Z
5125,Item Alpha,251.86,C,2025-01-27T06:20:46Z
5126,Item Eta,4376.14,C,2025-01-06T02:05:10Z
5127,Item Eta,4273.9,B,2025-01-15T21:40:24Z
5128,Item Beta,1011.83,A,2025-01-03T03:14:06Z
5129,Item Delta,197.55,A,2025-01-25T08:40:01Z
5130,Item Alpha,4173.24,B,2025-01-02T16:59:37Z
5131,Item Zeta,903.76,A,2025-01-17T23:47:57Z
5132,Item Eta,916.04,B,2025-01-09T16:23:30Z
5133,Item Alpha,4119.49,B,2025-01-02T17:02:04Z
5134,Item Epsilon,4327.76,A,2025-01-30T12:17:06Z
5135,Item Alpha,1168.86,B,2025-01-16T04:45:22Z
5136,Item Zeta,1992.81,C,2025-01-30T02:54:10Z
5137,Item Delta,3941.56,A,2025-01-17T13:49:38Z
5138,Item Epsilon,1336.88,A,2025-01-27T00:51:11Z
5139,Item Gamma,481.61,B,2025-01-14T10:36:05Z
5140,Item Gamma,2036.01,A,2025-01-20T02:31:00Z
5141,Item Beta,3863.19,B,2025-01-05T18:55:57Z
5142,Item Beta,2027.29,C,2025-01-20T00:04:23Z
5143,Item Alpha,2020.49,C,2025-01-22T05:12:45Z
5144,Item Alpha,3347.8,B,2025-01-18T08:20:33Z
5145,Item Gamma,3285.88,B,2025-01-17T23:13:42Z
5146,Item Theta,916.05,A,2025-01-30T12:41:35Z
5147,Item Gamma,914.42,B,2025-01-03T01:22:44Z
5148,Item Delta,4600.22,C,2025-01-29T22:55:23Z
5149,Item Beta,4140.43,A,2025-01-26T17:51:29Z
5150,Item Eta,2867.77,A,2025-01-25T13:00:16Z
5151,Item Alpha,4019.46,A,2025-01-17T06:05:03Z
5152,Item Beta,2502.16,B,2025-01-12T00:17:24Z
5153,Item Zeta,3639.27,B,2025-01-16T15:00:13Z
5154,Item Eta,4434.0,C,2025-01-04T10:29:28Z
5155,Item Epsilon,102.97,B,2025-01-06T21:56:55Z
5156,Item Epsilon,2770.2,C,2025-01-24T14:05:45Z
5157,Item Epsilon,3608.43,C,2025-01-06T05:19:33Z
5158,Item Alpha,3189.49,B,2025-01-07T05:30:39Z
5159,Item Gamma,292.03,B,2025-01-22T22:33:35Z
5160,Item Epsilon,2548.77,C,2025-01-16T19:21:14Z
5161,Item Alpha,565.42,A,2025-01-07T02:59:06Z
5162,Item Gamma,2900.02,B,2025-01-09T11:58:14Z
5163,Item Delta,414.27,B,2025-01-17T08:57:36Z
5164,Item Gamma,2025.86,B,2025-01-20T20:30:13Z
5165,Item Theta,1954.46,B,2025-01-02T22:14:54Z
5166,Item Alpha,4109.99,A,2025-01-02T21:57:40Z
5167,Item Delta,593.59,A,2025-01-25T19:46:36Z
5168,Item Eta,3087.54,B,2025-01-30T06:19:44Z
5169,Item Beta,3971.96,C,2025-01-13T05:01:54Z
5170,Item Delta,2521.03,A,2025-01-24T08:40:53Z
5171,Item Zeta,2947.03,C,2025-01-03T16:00:35Z
5172,Item Eta,4382.23,A,2025-01-10T16:55:04Z
5173,Item Alpha,401.33,A,2025-01-24T10:34:04Z
5174,Item Delta,1409.73,C,2025-01-13T11:13:59Z
5175,Item Eta,1572.05,C,2025-01-09T03:21:56Z
5176,Item Alpha,3772.9,A,2025-01-24T23:40:10Z
5177,Item Delta,3385.41,B,2025-01-04T07:42:59Z
5178,Item Beta,3147.02,C,2025-01-10T01:39:44Z
5179,Item Alpha,764.39,B,2025-01-17T05:00:25Z
5180,Item Theta,2139.89,A,2025-01-01T00:06:51Z
5181,Item Gamma,2057.87,C,2025-01-07T22:21:03Z
5182,Item Epsilon,2944.55,A,2025-01-23T09:44:42Z
5183,Item Eta,2315.17,B,2025-01-15T09:30:03Z
5184,Item Zeta,4359.56,A,2025-01-09T07:04:50Z
5185,Item Eta,3998.82,B,2025-01-02T22:05:28Z
5186,Item Theta,1932.72,C,2025-01-19T02:56:47Z
5187,Item Eta,588.04,B,2025-01-01T04:02:31Z
5188,Item Theta,2671.57,C,2025-01-01T15:22:26Z
5189,Item Beta,2325.94,A,2025-01-09T02:16:27Z
5190,Item Zeta,1971.86,B,2025-01-23T02:42:33Z
5191,Item Epsilon,552.2,B,2025-01-30T16:04:45Z
5192,Item Gamma,4282.32,A,2025-01-30T11:57:42Z
5193,Item Delta,4231.88,C,2025-01-10T15:35:56Z
5194,Item Delta,3004.77,C,2025-01-24T04:45:12Z
5195,Item Alpha,3489.64,C,2025-01-10T11:50:28Z
5196,Item Alpha,3460.91,C,2025-01-25T00:52:53Z
5197,Item Epsilon,3497.91,B,2025-01-17T03:49:15Z
5198,Item Eta,379.7,B,2025-01-14T04:01:34Z
5199,Item Beta,1440.19,A,2025-01-21T07:11:50Z
5200,Item Theta,2968.93,A,2025-01-02T08:47:14Z
5201,Item Beta,1034.87,A,2025-01-24T02:19:06Z
5202,Item Alpha,4961.51,A,2025-01-01T04:59:38Z
5203,Item Theta,3702.64,A,2025-01-11T00:43:23Z
5204,Item Delta,4470.01,B,2025-01-21T03:36:15Z
5205,Item Theta,3295.66,C,2025-01-25T02:16:57Z
5206,Item Zeta,2825.53,A,2025-01-13T14:39:19Z
5207,Item Eta,4084.97,B,2025-01-21T17:58:34Z
5208,Item Gamma,3386.45,C,2025-01-26T16:49:49Z
5209,Item Gamma,4209.19,C,2025-01-07T07:55:25Z
5210,Item Zeta,2529.64,B,2025-01-02T21:12:09Z
5211,Item Theta,384.32,A,2025-01-06T20:44:04Z
5212,Item Gamma,792.37,C,2025-01-23T13:51:45Z
5213,Item Delta,1861.45,B,2025-01-10T07:50:20Z
5214,Item Theta,321.96,A,2025-01-03T06:00:57Z
5215,Item Eta,1966.48,C,2025-01-03T15:11:12Z
5216,Item Beta,111.96,C,2025-01-17T04:13:45Z
5217,Item Eta,4739.63,B,2025-01-27T21:03:52Z
5218,Item Zeta,2312.76,B,2025-01-21T00:23:46Z
5219,Item Zeta,3608.6,C,2025-01-12T18:00:13Z
5220,Item Beta,2069.43,A,2025-01-02T19:45:33Z
5221,Item Epsilon,3228.94,A,2025-01-02T09:18:34Z
5222,Item Epsilon,1086.79,C,2025-01-04T08:34:32Z
5223,Item Gamma,2167.69,B,2025-01-07T08:27:39Z
5224,Item Theta,3120.32,B,2025-01-28T20:51:39Z
5225,Item Delta,862.7,B,2025-01-30T20:20:56Z
5226,Item Beta,4043.45,C,2025-01-15T04:25:02Z
5227,Item Alpha,117.72,A,2025-01-07T09:52:45Z
5228,Item Theta,117.68,B,2025-01-08T16:44:34Z
5229,Item Epsilon,1592.76,A,2025-01-12T10:02:57Z
5230,Item Beta,3169.43,A,2025-01-22T15:16:48Z
5231,Item Gamma,2567.87,A,2025-01-04T05:07:23Z
5232,Item Theta,881.37,A,2025-01-11T04:54:05Z
5233,Item Epsilon,4504.87,C,2025-01-08T05:51:00Z
5234,Item Theta,2717.59,B,2025-01-02T14:58:26Z
5235,Item Theta,3653.04,C,2025-01-03T21:16:11Z
5236,Item Delta,3153.67,B,2025-01-24T13:10:16Z
5237,Item Gamma,4930.21,B,2025-01-04T09:31:10Z
5238,Item Theta,2077.17,B,2025-01-01T23:00:51Z
5239,Item Gamma,4982.14,B,2025-01-15T03:14:56Z
5240,Item Delta,4008.51,B,2025-01-29T06:47:27Z
5241,Item Eta,4656.24,C,2025-01-03T21:09:24Z
5242,Item Theta,3325.26,C,2025-01-03T20:12:29Z
5243,Item Gamma,390.53,A,2025-01-29T21:46:19Z
5244,Item Delta,142.93,A,2025-01-08T06:47:55Z
5245,Item Zeta,211.43,B,2025-01-29T13:37:04Z
5246,Item Eta,4027.23,B,2025-01-04T01:10:01Z
5247,Item Eta,459.79,B,2025-01-04T22:11:22Z
5248,Item Epsilon,4311.18,C,2025-01-11T15:57:25Z
5249,Item Epsilon,147.27,A,2025-01-13T03:15:24Z
5250,Item Epsilon,3425.49,A,2025-01-22T15:06:30Z
5251,Item Gamma,4848.51,A,2025-01-13T13:32:55Z
5252,Item Eta,3847.96,B,2025-01-27T11:23:31Z
5253,Item Gamma,3674.19,C,2025-01-10T19:49:31Z
5254,Item Theta,4772.2,C,2025-01-04T18:48:01Z
5255,Item Eta,667.88,A,2025-01-07T05:05:09Z
5256,Item Delta,811.8,B,2025-01-25T05:07:14Z
5257,Item Gamma,2410.39,A,2025-01-06T04:08:38Z
5258,Item Alpha,771.83,A,2025-01-06T14:36:41Z
5259,Item Beta,2439.1,A,2025-01-13T15:19:26Z
5260,Item Epsilon,3533.07,B,2025-01-02T20:52:09Z
5261,Item Gamma,445.9,B,2025-01-28T08:30:50Z
5262,Item Theta,3440.68,C,2025-01-04T15:24:02Z
5263,Item Delta,1122.52,C,2025-01-30T10:09:16Z
5264,Item Theta,3664.94,B,2025-01-29T21:46:16Z
5265,Item Theta,3274.33,B,2025-01-23T14:17:15Z
5266,Item Beta,4290.7,C,2025-01-07T13:23:52Z
5267,Item Delta,493.0,B,2025-01-25T11:43:37Z
5268,Item Eta,2638.39,C,2025-01-16T08:41:06Z
5269,Item Zeta,1382.45,B,2025-01-13T11:37:55Z
5270,Item Epsilon,1608.1,A,2025-01-08T22:35:53Z
5271,Item Alpha,4367.58,C,2025-01-08T05:48:06Z
5272,Item Theta,1117.23,C,2025-01-23T06:12:14Z
5273,Item Gamma,2966.23,C,2025-01-24T10:13:30Z
5274,Item Theta,1165.54,A,2025-01-18T04:51:29Z
5275,Item Delta,260.92,C,2025-01-30T18:47:52Z
5276,Item Theta,2374.45,C,2025-01-28T12:12:31Z
5277,Item Beta,4112.57,B,2025-01-25T17:46:46Z
5278,Item Theta,3400.07,B,2025-01-24T17:36:40Z
5279,Item Gamma,4893.48,B,2025-01-30T12:35:49Z
5280,Item Gamma,4124.8,C,2025-01-01T23:49:50Z
5281,Item Gamma,4217.76,C,2025-01-05T23:19:28Z
5282,Item Delta,2828.03,A,2025-01-03T18:02:42Z
5283,Item Eta,1792.7,C,2025-01-29T17:07:56Z
5284,Item Zeta,3654.73,B,2025-01-14T13:55:43Z
5285,Item Zeta,2439.81,A,2025-01-08T19:34:06Z
5286,Item Alpha,639.25,A,2025-01-14T10:01:30Z
5287,Item Theta,129.77,C,2025-01-19T08:37:17Z
5288,Item Beta,4103.99,C,2025-01-05T19:21:33Z
5289,Item Epsilon,334.26,B,2025-01-27T02:20:32Z
5290,Item Eta,4161.87,B,2025-01-06T06:58:26Z
5291,Item Epsilon,136.49,B,2025-01-23T08:29:25Z
5292,Item Gamma,1223.34,B,2025-01-12T11:39:18Z
5293,Item Theta,2198.41,C,2025-01-18T07:19:00Z
5294,Item Beta,3723.5,C,2025-01-26T01:59:59Z
5295,Item Zeta,928.41,C,2025-01-08T04:19:30Z
5296,Item Eta,1405.13,B,2025-01-26T14:55:37Z
5297,Item Theta,1459.06,C,2025-01-08T12:39:59Z
5298,Item Gamma,3008.48,B,2025-01-27T02:26:53Z
5299,Item Delta,1675.63,A,2025-01-14T17:44:49Z
5300,Item Alpha,1194.71,A,2025-01-20T23:44:27Z
5301,Item Delta,1962.5,A,2025-01-19T06:42:23Z
5302,Item Zeta,2558.59,A,2025-01-04T18:17:54Z
5303,Item Gamma,724.05,A,2025-01-29T22:46:58Z
5304,Item Eta,999.37,B,2025-01-15T09:35:23Z
5305,Item Eta,4558.84,A,2025-01-29T00:23:55Z
5306,Item Beta,3013.56,C,2025-01-20T22:15:18Z
5307,Item Alpha,1533.23,B,2025-01-09T23:38:18Z
5308,Item Epsilon,3399.35,B,2025-01-13T14:42:54Z
5309,Item Zeta,4366.94,A,2025-01-07T07:45:05Z
5310,Item Epsilon,1468.12,B,2025-01-12T22:48:34Z
5311,Item Beta,3546.38,B,2025-01-25T12:42:30Z
5312,Item Alpha,1508.24,A,2025-01-22T20:42:19Z
5313,Item Epsilon,2526.15,A,2025-01-28T19:42:16Z
5314,Item Beta,740.35,C,2025-01-14T05:20:03Z
5315,Item Epsilon,1039.98,C,2025-01-27T15:48:34Z
5316,Item Gamma,1674.02,C,2025-01-10T10:28:53Z
5317,Item Gamma,2315.72,A,2025-01-01T20:04:28Z
5318,Item Epsilon,2620.61,C,2025-01-02T23:45:49Z
5319,Item Theta,2520.13,A,2025-01-26T06:58:20Z
5320,Item Beta,1372.27,B,2025-01-13T23:09:49Z
5321,Item Gamma,2721.15,C,2025-01-07T07:33:33Z
5322,Item Beta,657.36,C,2025-01-14T10:21:04Z
5323,Item Gamma,4140.98,B,2025-01-18T12:24:08Z
5324,Item Beta,1351.32,C,2025-01-30T01:29:44Z
5325,Item Epsilon,2344.59,C,2025-01-01T10:56:48Z
5326,Item Zeta,4379.34,A,2025-01-26T23:36:53Z
5327,Item Delta,222.49,B,2025-01-20T08:12:43Z
5328,Item Zeta,1409.69,B,2025-01-26T06:02:38Z
5329,Item Delta,326.08,C,2025-01-28T19:21:33Z
5330,Item Gamma,4378.09,A,2025-01-25T11:21:11Z
5331,Item Gamma,3451.88,B,2025-01-21T10:54:40Z
5332,Item Zeta,518.5,A,2025-01-04T12:27:21Z
5333,Item Gamma,3918.5,A,2025-01-16T22:57:36Z
5334,Item Theta,3296.85,C,2025-01-30T08:35:49Z
5335,Item Epsilon,4615.1,A,2025-01-16T04:03:00Z
5336,Item Beta,817.52,A,2025-01-22T00:35:53Z
5337,Item Alpha,3234.82,B,2025-01-29T02:49:16Z
5338,Item Alpha,4465.2,C,2025-01-14T11:05:27Z
5339,Item Beta,2344.45,C,2025-01-29T12:13:46Z
5340,Item Epsilon,3643.51,B,2025-01-14T01:28:06Z
5341,Item Theta,4834.89,C,2025-01-30T20:35:03Z
5342,Item Gamma,1424.14,B,2025-01-16T17:50:29Z
5343,Item Theta,590.92,C,2025-01-07T01:59:24Z
5344,Item Beta,4236.55,B,2025-01-29T01:59:47Z
5345,Item Eta,4602.17,B,2025-01-27T09:08:05Z
5346,Item Theta,4772.13,B,2025-01-27T04:20:49Z
5347,Item Epsilon,3734.17,C,2025-01-02T18:44:01Z
5348,Item Delta,1500.99,B,2025-01-03T07:20:42Z
5349,Item Theta,4690.05,B,2025-01-18T05:19:45Z
5350,Item Alpha,2284.94,C,2025-01-19T00:22:59Z
5351,Item Theta,1631.7,C,2025-01-05T14:47:43Z
5352,Item Theta,4628.87,C,2025-01-03T23:53:40Z
5353,Item Beta,2531.35,A,2025-01-21T05:39:17Z
5354,Item Eta,3293.33,B,2025-01-29T21:16:20Z
5355,Item Gamma,2244.35,A,2025-01-27T13:26:12Z
5356,Item Beta,2465.69,A,2025-01-26T02:53:36Z
5357,Item Beta,3012.16,C,2025-01-25T00:15:34Z
5358,Item Delta,3024.67,A,2025-01-20T08:13:41Z
5359,Item Eta,2334.37,A,2025-01-28T19:02:26Z
5360,Item Beta,289.42,B,2025-01-29T00:33:54Z
5361,Item Delta,4186.3,B,2025-01-16T04:21:25Z
5362,Item Eta,604.65,B,2025-01-15T02:01:28Z
5363,Item Alpha,4953.27,C,2025-01-06T22:52:01Z
5364,Item Delta,4312.37,B,2025-01-12T20:13:23Z
5365,Item Epsilon,222.94,B,2025-01-09T15:44:03Z
5366,Item Alpha,736.22,C,2025-01-07T15:48:24Z
5367,Item Theta,1921.69,C,2025-01-01T11:12:36Z
5368,Item Theta,4127.9,B,2025-01-08T09:11:43Z
5369,Item Beta,3126.24,A,2025-01-11T02:00:07Z
5370,Item Epsilon,3894.07,A,2025-01-24T16:51:42Z
5371,Item Alpha,3539.4,C,2025-01-23T06:07:09Z
5372,Item Alpha,696.81,C,2025-01-09T22:46:01Z
5373,Item Epsilon,4585.74,B,2025-01-19T04:59:26Z
5374,Item Alpha,2640.23,C,2025-01-04T03:22:34Z
5375,Item Delta,2327.43,B,2025-01-03T13:26:39Z
5376,Item Epsilon,3390.24,B,2025-01-05T17:25:47Z
5377,Item Eta,1432.81,C,2025-01-17T12:19:43Z
5378,Item Gamma,934.12,C,2025-01-13T20:44:29Z
5379,Item Zeta,1102.86,C,2025-01-17T19:30:13Z
5380,Item Eta,1027.22,A,2025-01-03T14:53:47Z
5381,Item Delta,1647.53,C,2025-01-22T18:33:29Z
5382,Item Delta,1494.67,B,2025-01-22T18:47:34Z
5383,Item Theta,4317.0,B,2025-01-07T16:25:02Z
5384,Item Epsilon,1506.81,B,2025-01-23T21:42:02Z
5385,Item Beta,972.08,C,2025-01-26T05:29:30Z
5386,Item Gamma,916.88,B,2025-01-14T23:00:46Z
5387,Item Zeta,2741.97,C,2025-01-27T08:09:19Z
5388,Item Beta,3018.67,C,2025-01-05T20:52:58Z
5389,Item Gamma,4200.03,A,2025-01-09T23:28:52Z
5390,Item Eta,3078.65,C,2025-01-01T23:20:13Z
5391,Item Epsilon,2852.97,C,2025-01-09T10:35:52Z
5392,Item Beta,1994.52,A,2025-01-02T19:59:10Z
5393,Item Beta,3542.82,B,2025-01-14T03:28:31Z
5394,Item Gamma,3737.57,C,2025-01-04T00:48:33Z
5395,Item Theta,1819.9,A,2025-01-05T06:00:05Z
5396,Item Beta,3768.31,A,2025-01-25T13:31:43Z
5397,Item Eta,2427.29,B,2025-01-22T01:37:09Z
5398,Item Zeta,2070.37,A,2025-01-30T12:13:19Z
5399,Item Zeta,2105.74,A,2025-01-14T03:51:50Z
5400,Item Beta,2893.37,C,2025-01-08T15:41:53Z
5401,Item Delta,1580.02,B,2025-01-09T04:49:42Z
5402,Item Alpha,3472.48,B,2025-01-01T17:26:21Z
5403,Item Eta,3118.1,B,2025-01-26T17:57:33Z
5404,Item Zeta,4587.16,B,2025-01-26T12:32:32Z
5405,Item Eta,1817.15,C,2025-01-05T10:53:18Z
5406,Item Zeta,2461.73,C,2025-01-19T21:26:46Z
5407,Item Theta,2948.27,A,2025-01-12T20:33:28Z
5408,Item Gamma,1057.69,A,2025-01-16T08:54:19Z
5409,Item Delta,3123.1,B,2025-01-02T16:15:31Z
5410,Item Epsilon,3501.14,A,2025-01-10T17:19:05Z
5411,Item Theta,2045.86,A,2025-01-19T11:16:21Z
5412,Item Gamma,2331.7,C,2025-01-27T09:43:33Z
5413,Item Alpha,2098.06,C,2025-01-09T04:30:20Z
5414,Item Gamma,1099.41,A,2025-01-24T22:43:54Z
5415,Item Eta,3290.29,C,2025-01-10T02:18:38Z
5416,Item Delta,1438.01,A,2025-01-01T16:29:24Z
5417,Item Gamma,181.98,B,2025-01-08T22:37:57Z
5418,Item Zeta,3727.33,A,2025-01-12T20:39:08Z
5419,Item Eta,4418.3,A,2025-01-10T08:18:32Z
5420,Item Zeta,1321.37,C,2025-01-23T08:20:39Z
5421,Item Delta,2039.98,A,2025-01-17T22:47:56Z
5422,Item Zeta,4914.27,A,2025-01-14T13:56:24Z
5423,Item Alpha,329.31,B,2025-01-23T14:43:39Z
5424,Item Epsilon,2053.53,A,2025-01-27T11:33:19Z
5425,Item Gamma,4740.46,A,2025-01-06T20:36:14Z
5426,Item Gamma,4628.76,C,2025-01-07T09:52:53Z
5427,Item Eta,478.29,B,2025-01-20T17:02:51Z
5428,Item Epsilon,638.14,B,2025-01-27T07:58:53Z
5429,Item Theta,1971.02,A,2025-01-18T19:57:24Z
5430,Item Epsilon,4438.3,C,2025-01-09T18:12:51Z
5431,Item Beta,3879.03,C,2025-01-27T21:45:15Z
5432,Item Alpha,423.27,A,2025-01-28T19:45:04Z
5433,Item Beta,132.33,B,2025-01-22T23:41:31Z
5434,Item Eta,2213.75,A,2025-01-17T22:27:22Z
5435,Item Delta,3063.12,A,2025-01-28T18:47:11Z
5436,Item Alpha,139.37,B,2025-01-04T16:12:34Z
5437,Item Eta,4786.27,A,2025-01-14T10:55:49Z
